Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Away,PASS,,1,48473,3231.533,48484,3232.267,Player 4309,Player 4336,0.83031,0.6606,0.79064,0.925
Away,PASS,,1,48491,3232.733,48512,3234.133,Player 4336,Player 3673,0.77529,0.9491,0.69719,0.87451
Away,PASS,,1,48516,3234.4,48519,3234.6,Player 4338,Player 4290,0.66667,0.90419,0.60889,0.91353
Away,PASS,,1,48520,3234.667,48542,3236.133,Player 4290,Player 3274,0.60461,0.91396,0.5221,0.94989
Away,PASS,,1,48570,3238.0,48602,3240.133,Player 3274,Player 4205,0.48995,0.90389,0.38188,0.58123
Away,BALL LOST,OUT,1,48622,3241.467,48622,3241.467,Player 4205,,0.40811,0.4328,0.38939,-0.0154
Away,SET PIECE,,1,48647,3243.133,48647,3243.133,Player 3778,,0.31824,0.1382,0.31824,0.1382
Away,PASS,,1,48649,3243.267,48652,3243.467,Player 3778,Player 3308,0.29453,0.1894,0.25895,0.2662
Home,PASS,,1,48776,3251.733,48784,3252.267,Player 3993,Player 4366,0.70448,0.32916,0.56423,0.16723
Home,PASS,,1,48785,3252.333,48835,3255.667,Player 4366,Player 3993,0.54425,0.14409,0.61365,0.26097
Away,BALL LOST,INTERCEPTION,1,48888,3259.2,48905,3260.333,Player 3673,,0.60492,0.32057,0.59853,0.31839
Home,RECOVERY,INTERCEPTION,1,48905,3260.333,48905,3260.333,Player 4016,,0.59853,0.31839,0.59853,0.31839
Home,BALL LOST,INTERCEPTION,1,48921,3261.4,48947,3263.133,Player 4016,,0.60036,0.31896,0.60095,0.3194
Away,RECOVERY,INTERCEPTION,1,48947,3263.133,48947,3263.133,Player 4081,,0.60095,0.3194,0.60095,0.3194
Away,BALL LOST,,1,48980,3265.333,48981,3265.4,Player 4081,,0.66137,0.32183,0.6639,0.32214
Home,RECOVERY,,1,48981,3265.4,48981,3265.4,Player 4147,,0.6639,0.32214,0.6639,0.32214
Away,PASS,,1,49004,3266.933,49062,3270.8,Player 4338,Player 4381,0.73706,0.43053,0.89251,0.60106
Away,BALL LOST,INTERCEPTION,1,49076,3271.733,49105,3273.667,Player 4381,,0.78346,0.36687,0.35099,0.24497
Home,RECOVERY,INTERCEPTION,1,49105,3273.667,49105,3273.667,Player 4366,,0.35099,0.24497,0.35099,0.24497
Home,BALL LOST,INTERCEPTION,1,49111,3274.067,49159,3277.267,Player 4366,,0.35904,0.25108,0.74883,0.91051
Away,RECOVERY,INTERCEPTION,1,49159,3277.267,49159,3277.267,Player 4028,,0.74883,0.91051,0.74883,0.91051
Away,BALL LOST,INTERCEPTION,1,49200,3280.0,49204,3280.267,Player 4028,,0.71613,0.93975,0.76699,0.82148
Home,RECOVERY,INTERCEPTION,1,49204,3280.267,49204,3280.267,Player 4363,,0.76699,0.82148,0.76699,0.82148
Home,PASS,,1,49233,3282.2,49247,3283.133,Player 4363,Player 4301,0.83237,0.76441,0.65558,0.82327
Home,PASS,,1,49260,3284.0,49262,3284.133,Player 4301,Player 4073,0.61582,0.80313,0.6032,0.83479
Home,BALL LOST,,1,49266,3284.4,49268,3284.533,Player 4073,,0.57796,0.89812,0.56534,0.92979
Away,RECOVERY,,1,49268,3284.533,49268,3284.533,Player 4028,,0.56534,0.92979,0.56534,0.92979
Away,PASS,,1,49275,3285.0,49297,3286.467,Player 4390,Player 4290,0.5617,0.98564,0.66801,0.91283
Away,PASS,,1,49316,3287.733,49318,3287.867,Player 4398,Player 4394,0.6837,0.9361,0.72744,0.93593
Away,PASS,,1,49326,3288.4,49346,3289.733,Player 4394,Player 3673,0.72441,0.92407,0.68307,0.73381
Away,BALL LOST,,1,49367,3291.133,49368,3291.2,Player 3673,,0.71213,0.72667,0.71937,0.7336
Home,RECOVERY,,1,49368,3291.2,49368,3291.2,Player 4073,,0.71937,0.7336,0.71937,0.7336
Home,BALL LOST,,1,49374,3291.6,49375,3291.667,Player 4073,,0.78052,0.73549,0.78274,0.73158
Away,RECOVERY,,1,49375,3291.667,49375,3291.667,Player 4309,,0.78274,0.73158,0.78274,0.73158
Away,PASS,,1,49383,3292.2,49386,3292.4,Player 4398,Player 4405,0.79797,0.779,0.77508,0.85207
Away,PASS,,1,49552,3303.467,49606,3307.067,Player 4426,Player 4398,0.79004,0.85663,0.9287,0.76137
Away,PASS,,1,49607,3307.133,49621,3308.067,Player 4398,Player 4309,0.93073,0.73159,0.8485,0.55631
Away,PASS,,1,49646,3309.733,49652,3310.133,Player 4309,Player 4444,0.83078,0.50203,0.79631,0.72676
Away,PASS,,1,49675,3311.667,49848,3323.2,Player 4444,Player 4474,0.82829,0.77027,0.80843,0.6623
Away,PASS,,1,49857,3323.8,49940,3329.333,Player 4474,Player 4444,0.80928,0.64067,0.81239,0.83907
Home,PASS,,1,50076,3338.4,50095,3339.667,Player 3684,Player 4440,0.81602,0.48259,0.76567,0.3491
Home,PASS,,1,50113,3340.867,50129,3341.933,Player 4440,Player 4497,0.72396,0.3227,0.73472,0.38444
Home,PASS,,1,50176,3345.067,50178,3345.2,Player 4497,Player 3684,0.78524,0.57623,0.76615,0.6462
Home,PASS,,1,50190,3346.0,50236,3349.067,Player 4497,Player 3684,0.80311,0.63002,0.65728,0.76067
Home,PASS,,1,50297,3353.133,50301,3353.4,Player 4497,Player 3653,0.49079,0.88306,0.47474,0.91883
Away,PASS,LONG BALL,1,50305,3353.667,50496,3366.4,Player 4290,Player 4401,0.46005,0.97209,0.19205,0.21679
Away,PASS,,1,50505,3367.0,50513,3367.533,Player 4401,Player 3274,0.18338,0.13974,0.17449,0.44198
Away,BALL LOST,INTERCEPTION,1,50514,3367.6,50537,3369.133,Player 3274,,0.17338,0.47976,0.17419,0.50971
Home,RECOVERY,INTERCEPTION,1,50537,3369.133,50537,3369.133,Player 4301,,0.17419,0.50971,0.17419,0.50971
Home,BALL LOST,INTERCEPTION,1,50553,3370.2,50559,3370.6,Player 4301,,0.24053,0.67793,0.24018,0.67876
Away,RECOVERY,INTERCEPTION,1,50559,3370.6,50559,3370.6,Player 4540,,0.24018,0.67876,0.24018,0.67876
Away,PASS,,1,50583,3372.2,50598,3373.2,Player 4540,Player 3308,0.24404,0.66158,0.25518,0.28308
Away,PASS,,1,50605,3373.667,50614,3374.267,Player 3308,Player 4540,0.2595,0.32022,0.22984,0.65775
Away,SHOT,SAVED,1,50624,3374.933,50765,3384.333,Player 4540,,0.22532,0.67317,0.20942,0.41076
Away,PASS,,1,50785,3385.667,50790,3386.0,Player 4540,Player 4290,0.36993,0.63032,0.40852,0.70739
Away,PASS,,1,50829,3388.6,50837,3389.133,Player 4290,Player 4473,0.44486,0.8192,0.50689,0.86404
Away,PASS,,1,50860,3390.667,50878,3391.867,Player 4473,Player 3274,0.49691,0.83887,0.44699,0.7684
Away,BALL LOST,INTERCEPTION,1,50927,3395.133,50937,3395.8,Player 3274,,0.51007,0.65387,0.64797,0.70054
Home,RECOVERY,INTERCEPTION,1,50937,3395.8,50937,3395.8,Player 4535,,0.64797,0.70054,0.64797,0.70054
Home,PASS,,1,50941,3396.067,50948,3396.533,Player 4535,Player 4492,0.64729,0.67844,0.56115,0.60694
Home,BALL LOST,INTERCEPTION,1,50950,3396.667,50957,3397.133,Player 4492,,0.51644,0.57946,0.39099,0.50657
Away,RECOVERY,INTERCEPTION,1,50957,3397.133,50957,3397.133,Player 3274,,0.39099,0.50657,0.39099,0.50657
Away,PASS,LONG BALL,1,50970,3398.0,50986,3399.067,Player 3274,Player 3673,0.37957,0.52572,0.64388,0.84239
Away,PASS,,1,50987,3399.133,50993,3399.533,Player 3673,Player 4473,0.66258,0.86487,0.70308,0.94319
Away,PASS,,1,51015,3401.0,51292,3419.467,Player 4473,Player 4592,0.76357,0.95497,0.92233,0.86471
Away,PASS,,1,51380,3425.333,51384,3425.6,Player 4579,Player 4592,0.98261,0.88174,0.95361,0.88629
Away,PASS,LONG BALL,1,51385,3425.667,51436,3429.067,Player 4592,Player 4587,0.94637,0.88743,0.69918,0.38897
Away,BALL LOST,INTERCEPTION,1,51482,3432.133,51720,3448.0,Player 4587,,0.69934,0.38936,0.70388,0.37471
Home,RECOVERY,INTERCEPTION,1,51720,3448.0,51720,3448.0,Player 4440,,0.70388,0.37471,0.70388,0.37471
Home,PASS,,1,51742,3449.467,51924,3461.6,Player 4440,Player 4608,0.70362,0.3753,0.86268,0.16807
Home,PASS,,1,51925,3461.667,51928,3461.867,Player 4608,Player 4574,0.85337,0.15274,0.77935,0.16244
Home,PASS,LONG BALL,1,51929,3461.933,51980,3465.333,Player 4574,Player 4633,0.75467,0.16567,0.28512,0.39158
Home,BALL LOST,INTERCEPTION,1,52012,3467.467,52036,3469.067,Player 4633,,0.39657,0.554,0.63367,0.93127
Away,RECOVERY,INTERCEPTION,1,52036,3469.067,52036,3469.067,Player 4290,,0.63367,0.93127,0.63367,0.93127
Away,PASS,,1,52075,3471.667,52091,3472.733,Player 4290,Player 4473,0.46866,0.78797,0.58056,0.85586
Away,PASS,,1,52113,3474.2,52157,3477.133,Player 4473,Player 4290,0.62444,0.857,0.56543,0.94471
Away,PASS,,1,52176,3478.4,52222,3481.467,Player 4290,Player 4541,0.35412,0.5891,0.14292,0.32254
Home,PASS,,1,52348,3489.867,52355,3490.333,Player 4572,Player 4608,0.4668,0.25434,0.53353,0.19983
Home,PASS,,1,52403,3493.533,52404,3493.6,Player 4608,Player 4661,0.55921,0.20291,0.55522,0.23823
Home,PASS,,1,52405,3493.667,52410,3494.0,Player 4661,Player 4572,0.55124,0.27356,0.51187,0.2685
Away,PASS,,1,52414,3494.267,52473,3498.2,Player 4540,Player 4290,0.57074,0.28081,0.44589,0.70379
Away,BALL LOST,INTERCEPTION,1,52517,3501.133,52545,3503.0,Player 4290,,0.24153,0.76989,0.13529,0.61116
Home,RECOVERY,INTERCEPTION,1,52545,3503.0,52545,3503.0,Player 4690,,0.13529,0.61116,0.13529,0.61116
Home,BALL LOST,INTERCEPTION,1,52597,3506.467,52602,3506.8,Player 4690,,0.19623,0.59407,0.30186,0.67055
Away,RECOVERY,INTERCEPTION,1,52602,3506.8,52602,3506.8,Player 4580,,0.30186,0.67055,0.30186,0.67055
Away,PASS,LONG BALL,1,52643,3509.533,52701,3513.4,Player 4580,Player 4605,0.40837,0.56313,0.68089,0.06914
Away,BALL LOST,INTERCEPTION,1,52722,3514.8,52740,3516.0,Player 4605,,0.92188,0.046,0.91397,0.49188
Home,RECOVERY,INTERCEPTION,1,52740,3516.0,52740,3516.0,Player 4648,,0.91397,0.49188,0.91397,0.49188
Home,PASS,,1,52766,3517.733,52771,3518.067,Player 4648,Player 4535,0.86908,0.47193,0.8455,0.45501
Home,BALL LOST,,1,52876,3525.067,52877,3525.133,Player 4535,,0.83413,0.40949,0.83436,0.40874
Away,RECOVERY,,1,52877,3525.133,52877,3525.133,Player 4701,,0.83436,0.40874,0.83436,0.40874
Away,PASS,,1,53057,3537.133,53454,3563.6,Player 4701,Player 4702,0.81133,0.39948,0.82473,0.42667
Away,PASS,,1,53901,3593.4,53971,3598.067,Player 4697,Player 4762,0.4604,0.82065,0.47092,0.86313
Away,PASS,LONG BALL,1,53975,3598.333,54351,3623.4,Player 4762,Player 4702,0.47097,0.86304,0.97632,0.69505
Away,BALL LOST,OUT,1,54352,3623.467,54352,3623.467,Player 4702,,0.98502,0.72319,1.00001,0.78577
Away,SET PIECE,THROW IN,1,54934,3662.267,54934,3662.267,Player 4820,,0.70635,0.99594,0.70635,0.99594
Away,BALL LOST,INTERCEPTION,1,54956,3663.733,55063,3670.867,Player 4842,,0.73195,0.94598,0.5,0.5688
Home,RECOVERY,INTERCEPTION,1,55063,3670.867,55063,3670.867,Player 4928,,0.5,0.5688,0.5,0.5688
Home,PASS,LONG BALL,1,55070,3671.333,55091,3672.733,Player 4928,Player 4943,0.5,0.61093,0.19063,0.59039
Home,PASS,LONG BALL,1,55431,3695.4,55447,3696.467,Player 4943,Player 4911,0.11259,0.39663,0.5004,0.32986
Home,PASS,LONG BALL,1,55485,3699.0,55500,3700.0,Player 4911,Player 4943,0.54011,0.52287,0.21955,0.6236
Away,PASS,,1,55902,3726.8,55903,3726.867,Player 4973,Player 4958,0.4073,0.65693,0.43102,0.66871
Away,BALL LOST,,1,55943,3729.533,55944,3729.6,Player 4958,,0.746,0.86102,0.73427,0.83621
Home,RECOVERY,,1,55944,3729.6,55944,3729.6,Player 4978,,0.73427,0.83621,0.73427,0.83621
Home,PASS,,1,55955,3730.333,55958,3730.533,Player 4978,Player 4934,0.80884,0.90991,0.85555,0.88413
Home,BALL LOST,OUT,1,55964,3730.933,55964,3730.933,Player 4934,,0.91898,0.84476,0.79402,1.00034
Away,SET PIECE,,1,56074,3738.267,56074,3738.267,Player 4948,,0.76311,0.44406,0.76311,0.44406
Away,BALL LOST,INTERCEPTION,1,56075,3738.333,56079,3738.6,Player 4948,,0.78641,0.45949,0.87962,0.52117
Home,RECOVERY,INTERCEPTION,1,56079,3738.6,56079,3738.6,Player 4535,,0.87962,0.52117,0.87962,0.52117
Home,BALL LOST,INTERCEPTION,1,56095,3739.667,56149,3743.267,Player 4934,,0.88785,0.49473,0.77721,0.36499
Away,RECOVERY,INTERCEPTION,1,56149,3743.267,56149,3743.267,Player 4785,,0.77721,0.36499,0.77721,0.36499
Away,BALL LOST,OUT,1,56326,3755.067,56326,3755.067,Player 5010,,1.04117,0.52044,1.03663,0.52566
Away,SET PIECE,GOAL KICK,1,56441,3762.733,56441,3762.733,Player 5010,,0.90153,0.52166,0.90153,0.52166
Away,BALL LOST,INTERCEPTION,1,56683,3778.867,56741,3782.733,Player 5010,,0.5,0.5266,0.86814,0.50779
Home,RECOVERY,INTERCEPTION,1,56741,3782.733,56741,3782.733,Player 4965,,0.86814,0.50779,0.86814,0.50779
Away,BALL LOST,INTERCEPTION,1,56782,3785.467,56785,3785.667,Player 5063,,0.27299,0.39004,0.20628,0.37419
Home,RECOVERY,INTERCEPTION,1,56785,3785.667,56785,3785.667,Player 4965,,0.20628,0.37419,0.20628,0.37419
Home,PASS,,1,56793,3786.2,56796,3786.4,Player 4965,Player 4943,0.21847,0.37679,0.16037,0.34286
Home,BALL LOST,,1,57001,3800.067,57002,3800.133,Player 4943,,0.15978,0.33387,0.16105,0.33446
Away,RECOVERY,,1,57002,3800.133,57002,3800.133,Player 5052,,0.16105,0.33446,0.16105,0.33446
Away,PASS,,1,57018,3801.2,57048,3803.2,Player 5085,Player 4660,0.11921,0.2406,0.28008,0.43629
Away,PASS,,1,57049,3803.267,57067,3804.467,Player 4660,Player 5052,0.29353,0.46884,0.32077,0.65456
Away,PASS,,1,57092,3806.133,57101,3806.733,Player 5052,Player 4660,0.36128,0.65489,0.35721,0.59277
Away,CHALLENGE,AERIAL-LOST,1,57104,3806.933,57139,3809.267,Player 4660,,0.35367,0.57434,0.5,0.37489
Home,CHALLENGE,AERIAL-WON,1,57104,3806.933,57139,3809.267,Player 5082,,0.35367,0.57434,0.5,0.37489
Away,BALL LOST,OUT,1,57143,3809.533,57143,3809.533,Player 5106,,0.5,0.30139,0.5,-0.03322
Away,SET PIECE,THROW IN,1,57155,3810.333,57155,3810.333,Player 5052,,0.5,-0.03322,0.5,-0.03322
Away,BALL LOST,OUT,1,57156,3810.4,57156,3810.4,Player 5052,,0.5,-0.05987,0.46756,-0.00074
Away,SET PIECE,,1,57194,3812.933,57194,3812.933,Player 5052,,0.40187,0.80708,0.40187,0.80708
Away,PASS,,1,57263,3817.533,57287,3819.133,Player 4958,Player 5122,0.68005,0.9005,0.78123,0.97979
Away,PASS,,1,57291,3819.4,57298,3819.867,Player 5122,Player 4958,0.76998,0.96019,0.6833,0.85816
Away,BALL LOST,OUT,1,57302,3820.133,57302,3820.133,Player 4958,,0.68608,0.83863,0.92203,1.05367
Away,SET PIECE,THROW IN,1,57318,3821.2,57318,3821.2,Player 5122,,0.92203,1.05367,0.92203,1.05367
Away,BALL LOST,OUT,1,57321,3821.4,57321,3821.4,Player 5122,,0.91876,1.05626,0.86243,1.0111
Away,SET PIECE,,1,57354,3823.6,57354,3823.6,Player 4958,,0.82809,0.84816,0.82809,0.84816
Away,PASS,,1,57355,3823.667,57356,3823.733,Player 4958,Player 4950,0.84206,0.82306,0.84426,0.85696
Away,BALL LOST,OUT,1,57357,3823.8,57357,3823.8,Player 4950,,0.84646,0.89085,0.85527,1.02644
Away,SET PIECE,THROW IN,1,57361,3824.067,57361,3824.067,Player 5131,,0.85527,1.02644,0.85527,1.02644
Away,BALL LOST,OUT,1,57367,3824.467,57367,3824.467,Player 5131,,0.85465,1.11221,0.90882,1.03192
Away,SET PIECE,,1,57678,3845.2,57678,3845.2,Player 5145,,0.91132,0.88326,0.91132,0.88326
Away,BALL LOST,OUT,1,57695,3846.333,57695,3846.333,Player 5145,,0.95351,0.81,0.95351,0.81
Away,SET PIECE,THROW IN,1,57805,3853.667,57805,3853.667,Player 5172,,0.73798,0.98431,0.73798,0.98431
Away,BALL LOST,OUT,1,57823,3854.867,57823,3854.867,Player 5172,,0.73723,0.94961,0.73723,0.94961
Away,SET PIECE,THROW IN,1,57934,3862.267,57934,3862.267,Player 5184,,0.74243,0.97594,0.74243,0.97594
Away,PASS,,1,57947,3863.133,57980,3865.333,Player 5184,Player 5122,0.75708,0.95039,0.74034,0.98128
Away,BALL LOST,OUT,1,58014,3867.6,58014,3867.6,Player 5122,,0.74035,0.97707,0.74035,0.97707
Away,SET PIECE,THROW IN,1,58070,3871.333,58070,3871.333,Player 5205,,0.74076,0.98157,0.74076,0.98157
Away,BALL LOST,OUT,1,58106,3873.733,58106,3873.733,Player 5172,,0.78294,0.93714,0.78294,0.93714
Away,SET PIECE,THROW IN,1,58269,3884.6,58269,3884.6,Player 5172,,0.77852,0.91916,0.77852,0.91916
Away,BALL LOST,OUT,1,58275,3885.0,58275,3885.0,Player 5172,,0.79501,0.9289,0.84096,1.02464
Home,SET PIECE,KICK OFF,1,58638,3909.2,58638,3909.2,Player 5138,,0.58918,0.55339,0.58918,0.55339
Home,PASS,,1,58639,3909.267,58640,3909.333,Player 5138,Player 4998,0.59768,0.58997,0.60617,0.62654
Home,BALL LOST,,1,58679,3911.933,58680,3912.0,Player 5283,,0.63018,0.63681,0.63128,0.63831
Away,RECOVERY,,1,58680,3912.0,58680,3912.0,Player 5245,,0.63128,0.63831,0.63128,0.63831
Away,BALL LOST,,1,58694,3912.933,58695,3913.0,Player 5245,,0.64177,0.61137,0.64253,0.60871
Home,RECOVERY,,1,58695,3913.0,58695,3913.0,Player 4978,,0.64253,0.60871,0.64253,0.60871
Home,PASS,,1,58698,3913.2,58700,3913.333,Player 4978,Player 5248,0.6619,0.62352,0.69761,0.66055
Home,PASS,,1,58950,3930.0,58951,3930.067,Player 5248,Player 5263,0.66316,0.7161,0.64276,0.69757
Home,CHALLENGE,AERIAL-LOST,1,58957,3930.467,58967,3931.133,Player 5263,,0.52039,0.58641,0.5,0.52823
Away,CHALLENGE,AERIAL-WON,1,58957,3930.467,58967,3931.133,Player 5255,,0.52039,0.58641,0.5,0.52823
Away,PASS,,1,58968,3931.2,58971,3931.4,Player 5255,Player 5063,0.5,0.52861,0.5,0.46867
Away,BALL LOST,INTERCEPTION,1,58975,3931.667,58986,3932.4,Player 5063,,0.5,0.42233,0.24171,0.54758
Home,RECOVERY,INTERCEPTION,1,58986,3932.4,58986,3932.4,Player 5313,,0.24171,0.54758,0.24171,0.54758
Home,BALL LOST,INTERCEPTION,1,59183,3945.533,59204,3946.933,Player 5138,,0.15958,0.67203,0.12369,0.73889
Away,RECOVERY,INTERCEPTION,1,59204,3946.933,59204,3946.933,Player 5330,,0.12369,0.73889,0.12369,0.73889
Away,PASS,,1,59210,3947.333,59331,3955.4,Player 5330,Player 5085,0.11303,0.7307,0.21002,0.83889
Away,PASS,,1,59332,3955.467,59334,3955.6,Player 5085,Player 5326,0.21724,0.8756,0.23167,0.94903
Home,PASS,,1,59402,3960.133,59677,3978.467,Player 5313,Player 5138,0.11387,0.5158,0.27468,0.91294
Home,BALL LOST,OUT,1,59690,3979.333,59690,3979.333,Player 5138,,0.31793,1.02594,0.31578,1.00308
Home,SET PIECE,,1,59701,3980.067,59701,3980.067,Player 5138,,0.31002,0.94213,0.31002,0.94213
Home,BALL LOST,OUT,1,59704,3980.267,59704,3980.267,Player 5138,,0.28776,0.94307,0.24157,1.01413
Home,SET PIECE,,1,59749,3983.267,59749,3983.267,Player 5313,,0.11695,0.45159,0.11695,0.45159
Home,BALL LOST,INTERCEPTION,1,59945,3996.333,60046,4003.067,Player 5313,,0.19577,0.56157,0.13424,0.44015
Away,RECOVERY,INTERCEPTION,1,60046,4003.067,60046,4003.067,Player 5179,,0.13424,0.44015,0.13424,0.44015
Away,PASS,,1,60053,4003.533,60067,4004.467,Player 5179,Player 5290,0.14847,0.4914,0.23343,0.83434
Home,PASS,,1,60073,4004.867,60087,4005.8,Player 5264,Player 5331,0.27103,0.91044,0.32383,0.85891
Home,BALL LOST,INTERCEPTION,1,60103,4006.867,60111,4007.4,Player 5331,,0.41741,0.94173,0.48113,0.92627
Away,RECOVERY,INTERCEPTION,1,60111,4007.4,60111,4007.4,Player 5354,,0.48113,0.92627,0.48113,0.92627
Away,BALL LOST,INTERCEPTION,1,60139,4009.267,60162,4010.8,Player 5354,,0.41972,0.75886,0.59411,0.68815
Home,RECOVERY,INTERCEPTION,1,60162,4010.8,60162,4010.8,Player 5248,,0.59411,0.68815,0.59411,0.68815
Home,PASS,,1,60169,4011.267,60192,4012.8,Player 5248,Player 4965,0.67099,0.66837,0.73775,0.31244
Home,PASS,LONG BALL,1,60202,4013.467,60225,4015.0,Player 4965,Player 5313,0.59514,0.32053,0.19171,0.58434
Home,PASS,LONG BALL,1,60271,4018.067,60297,4019.8,Player 5313,Player 5248,0.20046,0.56653,0.73137,0.80263
Home,BALL LOST,INTERCEPTION,1,60333,4022.2,60346,4023.067,Player 5248,,0.66629,0.93464,0.54968,0.89923
Away,RECOVERY,INTERCEPTION,1,60346,4023.067,60346,4023.067,Player 5315,,0.54968,0.89923,0.54968,0.89923
Away,BALL LOST,OUT,1,60378,4025.2,60378,4025.2,Player 5315,,0.56765,0.9515,0.59633,1.01827
Away,SET PIECE,,1,60395,4026.333,60395,4026.333,Player 5354,,0.57808,0.83588,0.57808,0.83588
Away,BALL LOST,INTERCEPTION,1,60396,4026.4,60426,4028.4,Player 5354,,0.57443,0.79941,0.19132,0.56624
Home,RECOVERY,INTERCEPTION,1,60426,4028.4,60426,4028.4,Player 5313,,0.19132,0.56624,0.19132,0.56624
Home,PASS,LONG BALL,1,60450,4030.0,60475,4031.667,Player 5313,Player 4965,0.20895,0.57144,0.78335,0.65772
Home,PASS,LONG BALL,1,60517,4034.467,60571,4038.067,Player 4965,Player 5313,0.68063,0.52031,0.18276,0.54656
Home,PASS,,1,60623,4041.533,60638,4042.533,Player 5313,Player 5319,0.19688,0.54033,0.40132,0.25
Away,PASS,,1,60644,4042.933,60645,4043.0,Player 5316,Player 5342,0.41981,0.16964,0.43886,0.14757
Away,BALL LOST,OUT,1,60651,4043.4,60651,4043.4,Player 5342,,0.55318,0.01514,0.67163,-3e-05
Home,SET PIECE,,1,60666,4044.4,60666,4044.4,Player 5390,,0.74112,0.18959,0.74112,0.18959
Home,PASS,,1,60667,4044.467,60676,4045.067,Player 5390,Player 5414,0.75428,0.20946,0.87274,0.38833
Home,PASS,,1,60678,4045.2,60717,4047.8,Player 5414,Player 5264,0.8669,0.38701,0.78992,0.37313
Home,PASS,,1,60730,4048.667,60778,4051.867,Player 5248,Player 5263,0.76973,0.36566,0.74149,0.36349
Home,BALL LOST,INTERCEPTION,1,60818,4054.533,60825,4055.0,Player 5263,,0.89717,0.52203,0.90939,0.79303
Away,RECOVERY,INTERCEPTION,1,60825,4055.0,60825,4055.0,Player 5425,,0.90939,0.79303,0.90939,0.79303
Away,BALL LOST,INTERCEPTION,1,60861,4057.4,60937,4062.467,Player 5425,,0.93332,0.83056,0.90732,0.74629
Home,RECOVERY,INTERCEPTION,1,60937,4062.467,60937,4062.467,Player 5248,,0.90732,0.74629,0.90732,0.74629
Home,BALL LOST,INTERCEPTION,1,60989,4065.933,61073,4071.533,Player 5248,,0.90476,0.68019,0.86663,0.77563
Away,RECOVERY,INTERCEPTION,1,61073,4071.533,61073,4071.533,Player 5419,,0.86663,0.77563,0.86663,0.77563
Away,BALL LOST,INTERCEPTION,1,61138,4075.867,61148,4076.533,Player 5419,,0.91359,0.76651,0.83191,0.56052
Home,RECOVERY,INTERCEPTION,1,61148,4076.533,61148,4076.533,Player 5248,,0.83191,0.56052,0.83191,0.56052
Home,BALL LOST,OUT,1,61178,4078.533,61178,4078.533,Player 5248,,0.93353,0.86141,0.90503,1.0336
Away,SET PIECE,THROW IN,1,61183,4078.867,61183,4078.867,Player 5438,,0.90503,1.0336,0.90503,1.0336
Away,BALL LOST,OUT,1,61192,4079.467,61192,4079.467,Player 5438,,0.91005,1.06694,0.87314,1.01152
Away,SET PIECE,THROW IN,1,61203,4080.2,61203,4080.2,Player 5443,,0.87536,0.98982,0.87536,0.98982
Away,BALL LOST,INTERCEPTION,1,61204,4080.267,61210,4080.667,Player 5443,,0.87759,0.96811,0.89093,0.83788
Home,RECOVERY,INTERCEPTION,1,61210,4080.667,61210,4080.667,Player 5248,,0.89093,0.83788,0.89093,0.83788
Home,BALL LOST,OUT,1,61235,4082.333,61235,4082.333,Player 5248,,0.85385,0.72967,1.02146,0.31275
Away,SET PIECE,,1,61294,4086.267,61294,4086.267,Player 5354,,0.86183,0.36218,0.86183,0.36218
Away,BALL LOST,INTERCEPTION,1,61300,4086.667,61305,4087.0,Player 5354,,0.82337,0.33247,0.78993,0.30751
Home,RECOVERY,INTERCEPTION,1,61305,4087.0,61305,4087.0,Player 4965,,0.78993,0.30751,0.78993,0.30751
Home,PASS,,1,61311,4087.4,61326,4088.4,Player 4965,Player 5414,0.76241,0.28392,0.72343,0.26825
Home,BALL LOST,INTERCEPTION,1,61343,4089.533,61408,4093.867,Player 5414,,0.68992,0.2628,0.85499,0.33337
Away,RECOVERY,INTERCEPTION,1,61408,4093.867,61408,4093.867,Player 5431,,0.85499,0.33337,0.85499,0.33337
Away,BALL LOST,INTERCEPTION,1,61416,4094.4,61432,4095.467,Player 5431,,0.85442,0.36774,0.83383,0.46033
Home,RECOVERY,INTERCEPTION,1,61432,4095.467,61432,4095.467,Player 5248,,0.83383,0.46033,0.83383,0.46033
Home,BALL LOST,OUT,1,61600,4106.667,61600,4106.667,Player 5248,,0.77225,1.00579,0.77225,1.00579
Home,SET PIECE,,1,61609,4107.267,61609,4107.267,Player 5248,,0.75864,0.95018,0.75864,0.95018
Home,CHALLENGE,AERIAL-LOST,1,61620,4108.0,61660,4110.667,Player 5248,,0.75361,0.87949,0.16662,0.36873
Away,CHALLENGE,AERIAL-WON,1,61620,4108.0,61660,4110.667,Player 5474,,0.75361,0.87949,0.16662,0.36873
Home,PASS,,1,61685,4112.333,61696,4113.067,Player 5319,Player 5414,0.5079,0.25936,0.53589,0.35633
Home,BALL LOST,INTERCEPTION,1,61697,4113.133,61700,4113.333,Player 5414,,0.54276,0.38899,0.55261,0.44579
Away,RECOVERY,INTERCEPTION,1,61700,4113.333,61700,4113.333,Player 4916,,0.55261,0.44579,0.55261,0.44579
Away,BALL LOST,INTERCEPTION,1,61703,4113.533,61708,4113.867,Player 4916,,0.54567,0.43019,0.53529,0.40656
Home,RECOVERY,INTERCEPTION,1,61708,4113.867,61708,4113.867,Player 5414,,0.53529,0.40656,0.53529,0.40656
Home,BALL LOST,,1,61719,4114.6,61720,4114.667,Player 5414,,0.49779,0.38077,0.48881,0.37998
